,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
pop_density_sqrkilometer,1627.4506164270388,1262.5049746134175,3160.207081975593,1639.3323298150638,2206.014912345375,2821.6547446524633,1434.973569819356,3054.3416189701798,1314.9405555012347,3747.382836238928,680.2399471756805,1511.1390358104618,1387.3386036941686,1754.1207088527317,1543.5903879138027,3408.7453937918663,2175.5141655221105,2306.538066397723,321.40081862391264,1074.4498492421533,3037.2151439826644
Pborn_Europe,3.5069311068357165,3.472980586520161,4.937967871857716,1.8026824412811369,4.762454336267326,5.679931286187143,2.9024502408572155,7.162640946234521,2.430313000081114,7.233187700495993,1.499920854817093,3.0878223620386684,1.6431209409854666,4.200759146887518,4.347909418127724,8.368437171586406,5.8798004365149925,5.89733067320842,3.314174105263633,1.3527675945794178,8.204089558555314
total_population,3142.479798224641,3271.7597343937127,3480.7911291862206,3013.9754012067388,4248.225776887934,4908.464111999664,3985.857681060319,5654.252490669899,2536.3073054367137,3239.980561643476,2133.003073585315,3359.5827636381277,2447.523315527272,3314.4858379175516,3744.1166179141264,3467.6811218419666,3631.4541558158053,3788.164262401814,2302.934418844792,2384.524112386246,3938.045431337367
Ptotal_populationF,0.7345583053453514,0.9957818598270923,1.3815865738414752,0.7854139115264469,1.2692040540502518,2.330992167411998,0.8080134562690663,2.801752118775844,0.8782264215773657,1.805896765913287,0.9972546937687812,0.9426181276077256,0.8375630367851358,1.1655607212931633,0.9944932222359376,1.2156703603957555,0.9771059998455872,1.3264275351407888,3.6962614199821524,1.0803786266047277,1.5540777889002113
Ptotal_populationM,0.7345583053453514,0.9957818598270923,1.3815865738414752,0.7854139115264469,1.2692040540502518,2.3310124380308017,0.8080134562690663,2.801752118775844,0.8782264215773657,1.805896765913287,0.9972546937687812,0.9426181276077256,0.8375630367851358,1.1655607212931633,0.9944932222359376,1.2156703603957555,0.9771059998455872,1.3264275351407888,3.696261419982153,1.0803786266047277,1.5540777889002113
PEconomicallyInactive,3.0402091217674254,3.235401958237733,4.657899222698494,3.46841732325657,4.9291230785910916,6.191645796008543,3.763547856932729,10.305748616449682,2.793891241628108,6.100304700814394,3.128145197048686,4.363850276712201,2.934436408772984,3.8646771970908618,3.462832701338645,4.451174833997453,3.8962098396932916,5.358255121490599,9.756534329423134,4.3636429971644315,5.296361019218564
Pwhite,7.3071451081403005,6.5965911804497415,8.76197593138798,3.6954116051681107,12.096684924537053,11.139797776518124,6.30951639456905,11.98512660509933,4.612139029764335,10.07906261452028,2.4773347051292043,6.502515267840238,3.27107403099322,7.892554771497084,10.441744859662371,11.591211749696525,11.767254499025062,9.81705496241147,3.6336130695760587,1.6098462563870743,18.984637741247003
Pother_ethnic,7.310391115703213,6.598420228390963,8.761552962407723,3.698173374205131,12.089558995837551,11.146663528512443,6.313665835750239,11.996194201690605,4.611762230830953,10.085005725194328,2.4780699375402735,6.50336350705571,3.2728424553943776,7.900456411524832,10.43745510275457,11.592926025366133,11.771283984502137,9.823008952627323,3.6221566696367424,1.6139098424766387,18.98023834916634
Phousehold_notdeprived,2.830262942379637,2.960647900454888,5.432162704790777,2.890794177268082,3.85044635164785,6.100255790085146,3.9560948744535644,9.221537290495549,2.6904376483253576,4.528795911818507,2.992607420287598,3.3329599997750083,2.8798227728606594,3.8600797831524556,3.818538855543497,5.419130253529124,4.014651269310888,5.692974017089706,6.555783359335899,5.011319726310722,5.483194347498393
Phousehold_deprived1D,1.349285769815847,1.579059554070709,2.1054316029022875,1.710714934469711,1.4712868997953608,2.1213294557408635,1.7122001199409083,3.553275423291339,1.4870973135165197,2.2037684841063223,1.6789401189098034,1.5959867936806853,1.6279329829195406,2.0269962035292837,1.3169072190765432,1.7902668565609383,1.7140700162429747,2.2797596728243446,2.3797480449778217,1.831284318431375,1.7982249646589465
PhouseOwned,7.3688761570910275,6.50013790800973,7.827033829206049,6.4133074516158874,10.103630313846008,15.013161322206523,6.892308398291116,16.976034195682658,6.640359893098211,11.433089073936666,6.214663397895487,7.104677814232819,6.884657677466329,8.305818499778901,8.846001813241793,11.92601806756517,10.335446979463175,8.626631334893146,8.378225294828795,7.752141442287126,11.90833240489697
PhouseSocialRented,7.3641649451009545,4.132027400255781,11.395508199327185,6.5371463091978415,10.60562209989523,9.516768863685353,4.604401232968053,10.474418435332892,4.800817550112098,7.064175861075332,3.779010886451852,8.119864353085982,5.196424863412826,5.177428553345382,8.389436026382093,10.971581984789893,7.374495399004404,7.849290416497666,4.068713779338848,4.956366886252363,12.891674264699008
PhousePrivateRented,5.21304135826844,4.72889357747758,8.539065826019417,6.689554424653214,7.823761154369997,10.319205749591656,4.816610863309367,14.034322954073016,4.442176872006565,9.927192928100492,4.435216836122738,7.145229241860949,4.568147833178762,7.150519935989723,6.46251608766336,8.148773497403974,7.833867060877499,9.125387416540734,7.953652439050383,5.59761426109501,8.741975666530815
P0to15_age,1.958310320976128,2.0767406624428046,2.952305026987505,1.8667138681847104,2.721357123053673,2.809617365811231,1.743126445621534,3.7733360485205845,1.6450822709685609,3.8167065782539122,1.6716753805074207,2.470456893060497,1.4933197706177677,2.8961481146205856,2.2312781141151925,2.7440652556704985,2.101261702711462,3.127688558433673,2.5364875200548367,1.8698333764326902,4.0894030315354835
