,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
pop_density_sqrkilometer,0.6774762325305045,0.882562514810658,0.650064876263162,1.1120067176830726,0.5272842064671648,1.1222581634342288,0.6344752402425067,1.331952959265409,1.2698159871071906,1.083700841389664,1.098765015374148,0.09138355775869349,0.7397270738211695,0.575274695136078,0.6340984409493697,0.47926917522868534,0.7302123164276311,1.467355242367983,1.385088907765941,0.23766381903058958,0.21791565873411128
Pborn_Europe,0.6453981343514488,1.0413685956246328,0.5804949436039801,0.7208019395323675,0.40137512352395516,1.2926964028888892,0.588628108858524,0.887098326029744,0.9672004697172313,1.0431516656869162,1.0540056699518494,0.1292397644692295,0.6974032817148003,0.48080674943298274,0.6182691755483005,0.18194967458491648,1.0101188296662986,0.9126857522357322,0.9358361149796828,0.5627524343714537,0.535719625544053
total_population,0.9462035362169516,1.090571852717034,0.8558244884737375,1.2606047209116702,0.7477064501593302,0.9485623216303045,0.8433503360181526,0.856475492352744,0.8471857774357101,1.0315417809582939,0.9366263316182558,0.47653007389455426,0.8893258511859123,0.7989883764969934,0.8239256763354054,0.6329288654271635,0.8518388315474562,0.8287743158542075,0.8094241177200497,0.48185853005261686,0.5888927891954833
Ptotal_populationF,0.7349184233431652,1.4024127629706467,0.7224261783471192,1.6896487944233223,1.3767900414302214,0.9176456639932186,1.4763209517957157,1.2144477247781629,1.0245841544127683,1.3651277305320815,0.8402994327971397,2.670204792067943,1.384135951335834,0.6576537992900117,0.7503159973844088,0.6736413641339621,0.7693673663570263,0.9248457900561284,0.9430598976289664,2.2022620289003365,1.363397150811012
Ptotal_populationM,0.7349153634528719,1.402415968774198,0.7224278297556578,1.6896526568254973,1.376793188662279,0.9176477616579043,1.4732608434499825,1.2144505009086517,1.0245864965303015,1.3651308511050269,0.8402967669329151,2.6702108959428013,1.3843930965835893,0.6576478776018219,0.7503177125468427,0.6736429040243103,0.7693691250693694,0.9248479041797285,0.9430620533885598,2.2022670630954173,1.3634002674279906
PEconomicallyInactive,0.8502339901247751,1.0078864194821795,0.8623002799744852,1.4002448475915825,0.7234523383994861,0.8496739049383314,1.0089898854405288,0.8828923571880146,1.0218601529245968,1.8218767669812594,0.8469794452792325,0.5558613754557788,1.0175233497330627,0.8462884024486745,0.7381671130125643,0.6802403876866241,0.6767390263128691,0.8534708594065135,0.7505696402234698,1.4957789088028954,0.9263958124578334
Pwhite,0.7181010630838741,1.3279043918875009,0.577509324510619,0.5872605206370518,0.3471046109625479,1.2211324658158753,0.5289691982570157,0.7857015216840667,1.0495377706155873,0.764394707029934,1.0380954237586695,0.233374279448522,0.6177366839661339,0.48006379061969134,0.6531259712060142,0.17270711676157946,1.00172379361411,0.8485997052181155,0.9226354043584903,0.3284599960772215,0.36654432245760094
Pother_ethnic,0.7181424930489411,1.32807854906416,0.5775079831259329,0.5875565622840587,0.3470961797682552,1.2210649592361387,0.5283044180828483,0.785630931115522,1.0491044753476457,0.764281260989658,1.0381194407260066,0.23345538317121953,0.6185279353073541,0.4800880297711483,0.6531162293951137,0.1728655274289155,1.0016908383629952,0.8485761059577686,0.9226300104483213,0.3294110073662613,0.3665627741671696
Phousehold_notdeprived,0.9127413018367014,0.7146131603172658,0.821804535351362,0.913668853988902,0.6819511164566362,0.6965595681367586,0.863991423643244,0.7298362153797281,0.7858854876304584,0.7390806439166364,0.8928133361045805,0.6046473370655137,0.7580509184866853,0.7992538925227479,0.6252599300298237,0.6705177922487772,0.7142837398245505,0.7909645999923545,0.7974677938295032,0.411540303561025,0.5069005281720057
Phousehold_deprived1D,0.8634698191144252,0.5970912769996757,0.936459788784364,1.011004336296267,0.7383919740562738,0.6305763852868391,0.9704751498079667,0.9224811224997425,0.7668793545243131,1.033112585299411,0.8702768494190263,0.6735933933861038,0.8988118727880658,0.9154379144768493,0.6189665655195882,0.654940414902252,0.7536971673252179,0.9178359459279163,0.9651313552565881,0.691216652508112,0.7564553541792493
