index,wardcode,ward,Local_Authority_D,pop_density_sqrkilometer,Pborn_Europe,total_population,Ptotal_populationF,Ptotal_populationM,PEconomicallyInactive,Pwhite,Pother_ethnic,Phousehold_notdeprived,Phousehold_deprived1D,PhouseOwned,PhouseSocialRented,PhousePrivateRented,P0to15_age,P16to49_age,P50over_age,Pborn_outsideEurope,Pinemployment,Punemployment,Phousehold_D2ormore,Presi_0toL1quali,Presi_L2toApprequali,Presi_L3toL4quali,PL1toL9_NS,PL10toL11_7_NS,PL12to13NS,PL14to15NS,air_score_ward,GP_unique_name_count,PH_unique_name_count,Uni_score_ward,PriS_unique_name_count,small_communities,rural_communites,majorityL3L4q,majorityP16to49_age,dnone50,GP_above1,VeryGoodhealth,PH_above1,point,ball
11124,E05011421,Keele,Newcastle-under-Lyme,335.1,87.0,2886,56.9,43.1,67.9,72.0,28.0,59.1,29.4,73.0,7.9,19.1,4.9,81.7,13.500000000000002,12.9,25.3,6.7,11.6,4.9,6.9,88.1,16.1,3.7,4.3,75.9,0,1.0,1.0,2,1.0,1,0,1,1,1,1,0,1,2578,6
12311,E05007888,St Clement (Worcester),,3503.6,96.2,5733,54.9,45.1,46.7,93.9,6.1,49.8,35.8,73.3,5.3,21.4,10.2,51.8,38.2,3.8,48.6,4.800000000000001,14.4,19.4,18.1,62.4,34.5,14.2,16.5,34.800000000000004,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,2853,6
16571,E05012912,University (Norwich),,3984.1,88.3,14551,53.1,46.9,60.0,78.9,21.0,36.9,37.4,32.7,41.1,26.1,13.2,67.4,19.4,11.8,33.6,6.6000000000000005,25.8,19.2,13.2,67.6,17.8,7.8,16.6,57.8,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,3824,6
23047,E05011003,St Luke (Winchester),,4917.6,92.9,6205,54.1,45.9,44.7,90.3,9.8,40.3,37.6,32.5,45.0,22.4,17.4,56.2,26.200000000000003,7.000000000000001,50.1,5.2,22.2,22.5,16.3,61.2,30.4,11.7,21.4,36.5,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,5346,6
23057,E05011005,St Paul (Winchester),,2805.6,91.4,9992,52.8,47.2,45.7,90.8,9.2,65.7,26.6,64.2,10.6,25.1,14.5,57.8,27.8,8.7,48.9,5.4,7.6,8.5,12.5,79.0,47.7,8.8,7.8,35.6,0,0.0,0.0,0,0.0,0,0,1,1,1,0,1,0,5348,6
23244,E05010393,Blean Forest,Canterbury,478.0,87.69999999999999,10126,51.7,48.3,61.3,72.7,27.299999999999997,52.9,34.4,76.49999999999999,6.5,16.9,9.7,65.2,24.9,12.3,31.2,7.6,12.7,10.8,11.6,77.6,27.5,7.6,7.800000000000001,57.1,0,1.0,1.0,2,1.0,0,0,1,1,1,1,1,1,5394,6
23271,E05010402,Northgate (Canterbury),,3813.5,87.2,7049,52.1,47.9,49.6,76.8,23.2,35.6,35.0,29.299999999999997,35.2,35.4,13.7,64.2,22.1,12.7,42.3,8.1,29.3,25.3,15.9,58.8,22.9,10.5,20.6,46.1,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,5400,6
23278,E05010405,St Stephen's (Canterbury),,4319.1,88.69999999999999,10000,50.7,49.2,50.3,79.3,20.7,45.8,35.9,40.5,22.5,37.1,13.7,61.2,25.2,11.2,43.7,6.1,18.3,16.5,13.5,70.1,31.9,9.4,14.8,44.1,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,5402,6
23324,E05012990,Barton (Canterbury),,1251.6,86.6,12745,54.1,45.9,48.0,77.4,22.6,48.5,32.2,48.4,23.4,28.2,16.8,55.1,28.0,13.5,46.3,5.7,19.3,19.299999999999997,17.3,63.4,36.3,11.3,16.700000000000003,35.8,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,5412,6
24336,E05013099,Churchill (Oxford),,4676.6,75.8,7621,53.2,46.8,44.0,62.5,37.5,44.8,34.3,30.1,39.0,30.9,15.5,63.3,21.1,24.3,51.599999999999994,4.4,20.9,21.0,12.8,66.1,32.1,11.3,18.3,38.3,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,5644,6
24895,E05007298,Onslow,Guildford,3037.4,78.3,11064,52.6,47.4,61.6,67.8,32.2,57.1,30.7,60.5,11.6,27.9,8.8,74.89999999999999,16.3,21.7,32.3,6.1,12.1,7.5,8.3,84.1,24.1,5.0,5.199999999999999,65.7,0,5.0,2.0,2,2.0,0,0,1,1,1,1,1,1,5778,6
25101,E05012892,Egham Town,Runnymede,2548.6,86.1,7310,52.0,48.0,40.7,78.2,21.700000000000003,51.1,34.3,52.7,11.5,35.8,13.6,58.099999999999994,28.4,13.9,54.1,5.199999999999999,14.7,16.7,14.9,68.3,41.2,13.5,12.7,32.7,0,1.0,2.0,1,1.0,0,0,1,1,1,1,1,1,5829,6
25108,E05012893,Englefield Green East,Runnymede,2920.0,85.5,5502,54.1,45.9,60.1,71.9,28.1,61.0,30.8,65.2,2.4,32.4,8.2,73.6,18.2,14.4,32.7,7.1000000000000005,8.200000000000001,6.0,9.3,84.7,25.700000000000003,5.5,3.2,65.5,0,0.0,0.0,2,1.0,0,0,1,1,1,0,1,0,5830,6
25110,E05012894,Englefield Green West,Runnymede,859.2,87.6,6324,51.5,48.5,47.9,80.2,19.8,46.7,35.1,44.0,27.8,28.2,14.5,56.0,29.5,12.4,46.7,5.4,18.1,20.5,16.1,63.400000000000006,35.6,11.0,15.4,38.1,0,1.0,1.0,1,2.0,0,0,1,1,0,1,1,1,5831,6
25663,E05011666,Chichester Central,Chichester,2025.3,90.4,2931,56.8,43.2,51.2,90.5,9.5,51.1,33.0,46.5,16.2,37.2,7.1000000000000005,47.9,45.0,9.6,44.3,4.5,15.9,18.9,16.8,64.19999999999999,46.2,12.7,16.6,24.4,0,5.0,2.0,1,1.0,1,0,1,0,1,1,0,1,5961,6
26157,E05012485,Saltford,Bath and North East Somerset,200.5,96.2,6608,53.3,46.7,51.9,95.0,5.0,56.2,32.9,82.8,7.9,9.2,12.4,43.599999999999994,44.2,3.7,44.5,3.6,11.0,16.3,16.2,67.5,48.0,12.2,11.3,28.4,0,1.0,2.0,2,1.0,0,1,1,0,1,1,1,1,6080,6
26353,E05010916,Stoke Bishop,"Bristol, City of",2457.9,91.6,13067,51.3,48.7,51.4,87.3,12.7,58.8,29.5,75.5,12.5,12.1,15.1,49.0,35.800000000000004,8.200000000000001,45.0,3.6,11.8,13.4,13.0,73.5,47.8,10.5,11.0,30.700000000000003,0,1.0,1.0,0,2.0,0,0,1,0,1,1,1,1,6120,6
26866,E05013284,Falmouth Arwenack,Cornwall,2587.3,95.0,5941,54.5,45.5,50.6,94.5,5.6000000000000005,49.9,36.6,62.3,5.2,32.6,8.6,49.8,41.4,5.0,44.2,5.2,13.5,13.7,15.6,70.7,44.599999999999994,11.4,14.1,30.1,1,1.0,2.0,2,2.0,0,0,1,0,0,1,0,1,6252,6
26869,E05013286,Falmouth Penwerris,Cornwall,6773.7,95.8,7445,53.5,46.5,47.5,93.0,7.0,43.0,35.2,44.6,21.1,34.4,11.8,58.599999999999994,29.5,4.2,46.5,5.9,21.8,18.8,16.5,64.6,31.3,10.3,20.700000000000003,37.7,1,0.0,1.0,1,1.0,0,0,1,1,0,0,0,1,6253,6
28746,E05010696,Abbey (Cotswold),,183.5,94.0,2452,54.1,45.9,48.4,96.6,3.4000000000000004,50.3,35.5,61.9,16.0,22.2,12.5,39.7,47.8,6.0,48.7,2.9,14.2,20.9,19.6,59.4,51.2,13.0,17.7,18.1,0,0.0,0.0,0,0.0,1,1,1,0,1,0,0,0,6703,6
