index,wardcode,ward,Local_Authority_D,pop_density_sqrkilometer,Pborn_Europe,total_population,Ptotal_populationF,Ptotal_populationM,PEconomicallyInactive,Pwhite,Pother_ethnic,Phousehold_notdeprived,Phousehold_deprived1D,PhouseOwned,PhouseSocialRented,PhousePrivateRented,P0to15_age,P16to49_age,P50over_age,Pborn_outsideEurope,Pinemployment,Punemployment,Phousehold_D2ormore,Presi_0toL1quali,Presi_L2toApprequali,Presi_L3toL4quali,PL1toL9_NS,PL10toL11_7_NS,PL12to13NS,PL14to15NS,air_score_ward,GP_unique_name_count,PH_unique_name_count,Uni_score_ward,PriS_unique_name_count,small_communities,rural_communites,majorityL3L4q,majorityP16to49_age,dnone50,GP_above1,VeryGoodhealth,PH_above1,point,ball
1049,E05011448,Heaton (Newcastle upon Tyne),,6267.2,90.0,10594,49.0,51.0,30.9,84.4,15.7,55.8,30.4,45.8,11.1,43.1,9.7,67.5,22.8,10.1,64.5,4.6,13.8,12.4,11.4,76.2,46.1,14.9,14.2,24.9,0,0.0,0.0,0,0.0,0,0,1,1,1,0,0,0,243,9
1073,E05011453,Monument,Newcastle upon Tyne,4692.2,72.1,13619,46.8,53.2,53.2,65.0,35.0,52.4,32.4,18.0,30.1,52.0,4.3,84.30000000000001,11.500000000000002,27.9,38.7,8.1,15.2,11.6,9.4,78.9,22.8,5.8,8.3,63.0,1,12.0,3.0,2,2.0,0,0,1,1,1,1,1,1,248,9
1075,E05011454,North Jesmond,Newcastle upon Tyne,7932.5,93.9,10578,51.1,48.9,58.8,89.4,10.7,59.6,30.6,37.5,5.5,57.0,4.9,78.3,16.8,6.2,35.9,5.4,9.8,4.1,4.8,91.2,27.4,4.7,4.1,63.8,1,1.0,2.0,1,0.0,0,0,1,1,1,1,1,1,249,9
1083,E05011457,South Jesmond,Newcastle upon Tyne,6542.8,92.2,9786,50.4,49.6,49.0,88.5,11.5,57.9,30.6,32.6,12.9,54.5,4.8,76.10000000000001,19.3,7.7,45.5,5.5,11.5,7.3,6.3,86.4,32.7,6.699999999999999,6.8,53.7,1,1.0,0.0,1,2.0,0,0,1,1,1,1,1,0,252,9
2920,E05009596,Castle (Lancaster),,5773.7,84.3,5455,49.2,50.8,53.6,76.4,23.5,49.3,35.2,42.2,12.3,45.5,9.2,66.1,24.7,15.6,42.3,4.1,15.5,12.9,11.3,75.9,30.4,9.4,11.7,48.4,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,666,9
3800,E05011361,Deansgate,Manchester,6910.0,70.3,13697,46.4,53.6,39.3,62.9,37.1,70.3,24.7,23.4,4.0,72.6,2.4,91.0,6.700000000000001,29.7,54.8,5.9,5.0,5.199999999999999,9.0,85.80000000000001,42.1,7.3,5.300000000000001,45.3,1,1.0,2.0,1,0.0,0,0,1,1,1,1,1,1,877,9
3827,E05011368,Hulme,Manchester,7273.9,76.6,19486,49.1,50.9,39.4,57.7,42.3,52.1,30.3,19.1,35.7,45.2,11.4,76.0,12.6,23.4,51.7,9.0,17.6,13.9,10.5,75.7,32.4,9.7,14.2,43.7,1,2.0,5.0,2,5.0,0,0,1,1,1,1,1,1,884,9
3861,E05011376,Piccadilly,Manchester,6028.3,75.89999999999999,11664,42.9,57.1,27.5,69.6,30.299999999999997,63.3,27.7,20.2,9.3,70.4,2.4,89.3,8.2,24.1,66.3,6.2,9.0,7.5,8.4,83.9,50.3,10.3,9.2,30.1,1,4.0,2.0,1,0.0,0,0,1,1,1,1,1,1,892,9
3876,E05011380,Withington,Manchester,8324.7,85.89999999999999,15439,50.4,49.6,46.8,70.1,29.9,47.7,32.9,36.0,15.7,48.3,11.2,71.5,17.400000000000002,14.2,46.4,6.8999999999999995,19.5,13.8,9.1,77.1,29.4,9.5,12.2,48.9,1,3.0,1.0,1,4.0,0,0,1,1,0,1,1,1,896,9
4082,E05013019,Blackfriars & Trinity,Salford,10529.6,80.69999999999999,10656,45.9,54.1,21.0,71.4,28.700000000000003,58.3,28.8,18.200000000000003,18.5,63.3,6.9,83.2,9.999999999999998,19.3,72.3,6.699999999999999,12.8,12.4,11.4,76.2,49.9,13.9,14.3,21.7,0,3.0,1.0,1,2.0,0,0,1,1,1,1,1,1,939,9
