index,wardcode,ward,Local_Authority_D,pop_density_sqrkilometer,Pborn_Europe,total_population,Ptotal_populationF,Ptotal_populationM,PEconomicallyInactive,Pwhite,Pother_ethnic,Phousehold_notdeprived,Phousehold_deprived1D,PhouseOwned,PhouseSocialRented,PhousePrivateRented,P0to15_age,P16to49_age,P50over_age,Pborn_outsideEurope,Pinemployment,Punemployment,Phousehold_D2ormore,Presi_0toL1quali,Presi_L2toApprequali,Presi_L3toL4quali,PL1toL9_NS,PL10toL11_7_NS,PL12to13NS,PL14to15NS,air_score_ward,GP_unique_name_count,PH_unique_name_count,Uni_score_ward,PriS_unique_name_count,small_communities,rural_communites,majorityL3L4q,majorityP16to49_age,dnone50,GP_above1,VeryGoodhealth,PH_above1,point,ball
4670,E05000908,St Michael's (Liverpool),,3790.6,94.4,12482,49.4,50.6,34.5,86.9,13.1,53.4,28.3,47.4,18.8,33.8,11.6,55.599999999999994,32.9,5.699999999999999,61.4,4.1,18.3,19.8,13.8,66.30000000000001,48.9,14.5,17.299999999999997,19.4,0,0.0,0.0,0,0.0,0,0,1,1,1,0,0,0,1081,7
4688,E05000912,Wavertree,Liverpool,4878.2,93.8,14262,51.1,48.9,38.5,84.4,15.6,48.2,31.3,61.0,14.9,24.1,16.9,45.400000000000006,37.7,6.3,57.7,3.8,20.5,26.6,16.9,56.5,42.1,17.5,21.6,18.9,1,12.0,4.0,1,8.0,0,0,1,0,0,1,0,1,1085,7
5349,E05010325,Micklegate,York,3065.5,92.7,12405,50.7,49.3,33.2,92.1,7.800000000000001,60.3,28.1,54.2,12.4,33.4,13.2,51.400000000000006,35.4,7.3,63.8,3.0,11.6,14.0,13.9,72.2,55.6,13.6,16.5,14.3,0,5.0,2.0,1,2.0,0,0,1,1,1,1,1,1,1244,7
6063,E05010863,Crookes and Crosspool,Sheffield,4414.2,92.7,17195,50.2,49.8,40.3,86.8,13.2,59.3,30.8,66.8,5.8,27.5,14.7,53.6,31.799999999999997,7.3,56.6,3.0,10.0,11.7,12.4,75.9,51.4,12.9,10.8,25.0,0,6.0,3.0,1,2.0,0,0,1,1,1,1,1,1,1414,7
6098,E05010875,Nether Edge and Sharrow,Sheffield,7288.5,81.6,21863,48.8,51.2,40.2,61.2,38.8,51.3,32.3,48.3,13.9,37.9,15.9,59.5,24.5,18.4,54.8,5.0,16.3,20.1,11.5,68.2,43.099999999999994,11.0,14.1,31.8,0,6.0,7.0,1,3.0,0,0,1,1,1,1,1,1,1426,7
6121,E05010882,Walkley,Sheffield,7420.6,81.2,21863,49.0,51.0,44.0,69.9,30.1,45.5,33.7,44.3,25.7,30.0,14.4,58.5,27.1,18.9,51.0,4.9,20.7,22.9,14.3,62.900000000000006,36.7,12.6,18.3,32.4,0,4.0,2.0,1,5.0,0,0,1,1,0,1,0,1,1433,7
6394,E05011390,Chapel Allerton,Leeds,4741.3,81.7,21863,51.5,48.5,35.5,55.0,45.1,48.4,31.6,48.0,27.3,24.8,18.4,52.4,29.1,18.2,59.2,5.3,20.0,26.2,15.6,58.2,44.1,13.9,20.7,21.299999999999997,1,12.0,7.0,1,8.0,0,0,1,1,0,1,0,1,1511,7
6407,E05011399,Hunslet & Riverside,Leeds,2987.9,77.69999999999999,21863,48.3,51.7,32.1,56.1,43.8,45.7,32.6,26.5,23.6,50.0,19.8,61.49999999999999,18.7,22.299999999999997,62.5,5.4,21.7,30.3,16.5,53.099999999999994,37.3,13.1,26.1,23.5,1,6.0,7.0,1,8.0,0,0,1,1,0,1,1,1,1517,7
6416,E05011402,Kirkstall,Leeds,4107.7,88.8,21863,49.2,50.8,36.3,77.0,23.1,45.2,33.4,40.599999999999994,28.7,30.8,14.8,60.5,24.699999999999996,11.3,58.4,5.3,21.4,23.8,15.0,61.2,37.1,15.1,21.9,25.9,1,4.0,4.0,1,6.0,0,0,1,1,0,1,0,1,1520,7
6425,E05011405,Moortown,Leeds,4265.0,86.9,21863,51.3,48.7,35.0,68.9,31.1,56.5,29.4,68.6,12.9,18.5,19.5,44.8,35.7,13.1,62.2,2.8,14.1,21.0,16.2,62.7,55.3,14.9,15.7,14.1,1,4.0,3.0,1,6.0,0,0,1,0,1,1,1,1,1523,7
6449,E05011413,Weetwood,Leeds,3211.5,89.8,21863,50.8,49.2,37.4,80.5,19.5,54.1,30.8,61.2,16.1,22.7,16.8,50.900000000000006,32.400000000000006,10.2,59.1,3.5,15.2,18.1,14.8,67.0,51.099999999999994,13.8,15.1,19.9,1,6.0,3.0,2,6.0,0,0,1,1,1,1,1,1,1529,7
6589,E05001775,Darley,Derby,2961.0,93.5,15257,49.5,50.5,42.7,87.4,12.7,50.1,30.3,48.3,23.5,28.2,12.8,54.89999999999999,32.2,6.5,52.2,5.199999999999999,19.6,19.0,15.900000000000002,65.1,39.2,13.2,17.8,29.7,0,4.0,2.0,1,3.0,0,0,1,1,1,1,0,1,1568,7
6749,E05012272,Berridge,Nottingham,7355.6,78.6,17911,50.2,49.8,37.2,53.3,46.7,45.1,32.7,46.3,11.7,42.0,21.5,54.8,23.700000000000003,21.4,57.3,5.6,22.1,30.5,17.8,51.7,34.5,13.5,25.7,26.3,0,3.0,2.0,1,4.0,0,0,1,1,0,1,0,1,1615,7
6792,E05012284,Mapperley,Nottingham,4542.0,85.8,16399,49.3,50.7,37.3,69.0,31.0,49.1,32.7,48.4,17.8,33.9,16.5,51.8,31.6,14.3,57.9,4.7,18.2,23.9,18.0,58.2,41.400000000000006,14.2,22.799999999999997,21.5,0,3.0,0.0,1,3.0,0,0,1,1,0,1,0,0,1627,7
6802,E05012285,Meadows,Nottingham,3401.9,77.10000000000001,11016,49.3,50.7,37.6,52.9,47.1,43.5,35.1,35.4,30.6,34.0,21.4,56.3,22.4,22.8,56.8,5.5,21.4,28.9,18.5,52.599999999999994,32.4,13.0,27.5,27.0,0,3.0,2.0,1,3.0,0,0,1,1,0,1,0,1,1628,7
6948,E05013239,Abington and Phippsville,West Northamptonshire,8386.2,88.3,13599,48.5,51.5,29.0,78.3,21.700000000000003,52.3,32.8,52.0,9.3,38.7,17.2,53.5,29.3,11.7,67.5,3.5999999999999996,15.0,28.3,20.0,51.8,42.0,14.6,26.8,16.8,0,5.0,1.0,1,3.0,0,0,1,1,1,1,1,1,1659,7
6995,E05013251,Delapre and Rushmere,West Northamptonshire,2330.2,87.9,14788,51.4,48.6,33.2,76.7,23.2,50.6,33.1,51.0,15.2,33.8,18.2,54.8,26.9,12.1,62.2,4.6,16.400000000000002,28.8,21.5,49.7,34.4,15.6,26.7,23.3,0,4.0,2.0,1,3.0,0,0,0,1,1,1,0,1,1671,7
8000,E05005436,Loughborough Lemyngton,Charnwood,1505.6,82.39999999999999,7222,48.1,51.9,40.3,66.0,34.0,44.4,34.8,45.3,20.8,33.9,17.2,56.7,26.1,17.7,54.9,4.7,20.8,28.2,19.4,52.400000000000006,29.5,15.5,27.8,27.200000000000003,0,4.0,3.0,1,1.0,0,0,1,1,0,1,0,1,1888,7
9957,E05009732,Trent Bridge,Rushcliffe,4741.3,91.9,5883,49.4,50.6,35.1,85.9,14.1,56.6,30.4,48.599999999999994,11.5,39.8,15.6,55.6,28.700000000000003,8.1,61.099999999999994,3.7,13.0,13.8,11.9,74.1,53.6,10.9,11.7,23.7,0,3.0,4.0,0,1.0,0,0,1,1,1,1,1,1,2330,7
10450,E05008735,Hartshill and Basford,Stoke-on-Trent,3657.1,88.0,7123,49.7,50.3,35.5,77.0,23.0,50.6,33.4,54.599999999999994,10.7,34.8,17.0,52.3,30.700000000000003,12.0,60.8,3.8,15.9,25.5,19.799999999999997,54.599999999999994,35.8,17.5,27.700000000000003,19.0,0,2.0,1.0,1,2.0,0,0,1,1,1,1,0,1,2435,7
10496,E05008745,Penkhull and Stoke,Stoke-on-Trent,3002.3,87.9,6754,48.6,51.4,39.3,80.2,19.799999999999997,47.1,32.9,50.7,21.6,27.8,15.6,49.5,34.900000000000006,12.1,56.7,4.0,20.0,26.8,20.4,52.900000000000006,36.1,15.6,27.4,20.9,0,7.0,1.0,1,1.0,0,0,1,0,0,1,0,1,2445,7
10712,E05008180,Quarry and Coton Hill,Shropshire,1309.1,92.6,4270,49.1,50.9,35.8,91.9,8.100000000000001,56.7,29.2,41.9,10.2,47.8,10.7,50.8,38.3,7.4,61.4,2.9,13.999999999999998,19.7,18.6,61.7,50.400000000000006,14.2,23.299999999999997,12.0,0,2.0,3.0,0,0.0,1,0,1,1,1,1,0,1,2492,7
11311,E05010482,Coton,Stafford,4159.5,90.0,8784,46.3,53.7,33.7,83.9,16.200000000000003,52.6,31.6,46.1,18.1,35.8,20.7,52.8,26.5,9.9,63.1,3.1999999999999997,15.9,25.9,23.8,50.2,38.6,18.3,30.4,12.6,0,12.0,0.0,0,1.0,0,0,1,1,1,1,0,0,2621,7
11760,E05008974,Benn,Rugby,5998.6,86.8,9344,47.6,52.4,28.4,77.2,22.799999999999997,43.9,36.0,39.1,15.9,45.0,16.4,55.3,28.4,13.0,67.69999999999999,3.9,20.1,32.9,24.0,43.1,30.300000000000004,15.0,42.0,12.8,0,7.0,1.0,0,2.0,0,0,0,1,0,1,0,1,2712,7
11971,E05012621,Leamington Brunswick,Warwick,5446.3,82.8,10330,47.4,52.6,43.2,71.6,28.4,44.1,33.8,37.5,30.8,31.7,15.1,59.6,25.3,17.2,52.6,4.2,22.0,26.5,15.900000000000002,57.7,29.9,12.6,25.0,32.4,1,2.0,1.0,0,3.0,0,0,1,1,0,1,0,1,2770,7
11979,E05012622,Leamington Clarendon,Warwick,2322.3,87.4,10340,48.4,51.6,39.7,81.4,18.6,58.8,28.2,46.6,15.0,38.3,11.2,57.900000000000006,30.9,12.6,57.3,3.0,12.9,14.6,12.999999999999998,72.5,53.1,10.6,12.1,24.2,1,3.0,4.0,0,2.0,0,0,1,1,1,1,1,1,2771,7
11995,E05012625,Leamington Willes,Warwick,4385.8,86.6,10842,48.2,51.8,35.3,75.3,24.700000000000003,54.0,30.8,53.7,14.8,31.5,16.8,57.6,25.700000000000003,13.5,61.1,3.5,15.2,21.0,15.5,63.599999999999994,41.7,12.7,22.200000000000003,23.4,1,12.0,2.0,0,3.0,0,0,1,1,1,1,1,1,2774,7
12010,E05012629,Warwick Myton & Heathcote,Warwick,1648.9,89.2,8176,50.1,49.9,31.6,76.4,23.5,63.7,27.6,74.1,9.4,16.5,19.2,44.5,36.3,10.8,65.7,2.6,8.7,16.0,16.6,67.5,60.10000000000001,14.7,13.6,11.7,1,4.0,2.0,0,0.0,0,0,1,0,1,1,1,1,2778,7
12016,E05012630,Warwick Saltisford,Warwick,3475.1,91.7,7148,50.2,49.8,36.5,88.5,11.5,54.5,30.2,54.4,18.9,26.6,14.8,46.099999999999994,39.099999999999994,8.3,60.4,3.1,15.3,24.7,18.200000000000003,57.2,49.7,16.6,20.6,13.1,1,12.0,2.0,0,3.0,0,0,1,0,1,1,0,1,2779,7
12291,E05007883,Cathedral,Worcester,3587.2,90.1,11499,48.5,51.5,33.8,80.9,19.0,48.4,32.8,43.0,18.6,38.3,13.3,55.0,31.600000000000005,9.9,61.2,5.0,18.8,22.9,18.6,58.4,43.0,14.8,24.2,17.9,0,12.0,7.0,0,1.0,0,0,1,1,0,1,0,1,2848,7
12605,E05011144,Harborne,Birmingham,4481.9,81.3,21863,51.8,48.2,40.9,60.9,39.0,51.9,30.1,51.9,22.3,25.8,19.9,48.8,31.2,18.7,54.6,4.5,18.0,21.799999999999997,13.6,64.6,50.7,11.1,15.2,23.2,0,6.0,5.0,1,4.0,0,0,1,0,1,1,1,1,2930,7
12630,E05011151,Ladywood,Birmingham,6991.6,67.7,21863,48.6,51.4,34.1,41.9,58.1,51.4,31.5,18.5,29.5,52.0,13.7,71.0,15.2,32.3,56.9,9.0,17.1,19.8,12.6,67.5,38.9,10.2,16.2,34.6,0,12.0,5.0,1,6.0,0,0,1,1,1,1,1,1,2937,7
12637,E05011154,Moseley,Birmingham,3696.3,79.69999999999999,21839,49.6,50.4,42.0,47.6,52.400000000000006,47.7,31.7,51.8,19.9,28.3,18.0,48.2,33.6,20.3,53.1,4.9,20.699999999999996,25.5,13.3,61.2,48.3,11.7,14.9,25.0,0,6.0,4.0,1,8.0,0,0,1,0,0,1,0,1,2940,7
12682,E05011168,Soho & Jewellery Quarter,Birmingham,6166.0,69.6,21863,48.3,51.7,37.9,31.9,68.0,46.0,32.7,28.0,26.2,45.8,19.4,61.599999999999994,19.1,30.500000000000004,54.7,7.4,21.299999999999997,31.2,16.1,52.7,33.900000000000006,11.2,23.4,31.5,0,12.0,5.0,2,8.0,0,0,1,1,0,1,0,1,2954,7
13464,E05002200,High Town,Luton,7098.3,79.5,11018,47.2,52.8,29.3,57.3,42.7,41.6,37.1,29.9,14.3,55.8,20.700000000000003,58.099999999999994,21.2,20.6,64.7,6.0,21.299999999999997,31.3,20.4,48.4,34.0,14.1,30.0,21.9,1,0.0,1.0,0,1.0,0,0,0,1,0,0,1,1,3125,7
13733,E05008753,Castle (Bedford),,4689.5,84.2,9114,48.3,51.7,32.4,70.6,29.4,46.6,33.1,32.2,22.1,45.6,15.1,54.2,30.6,15.7,62.3,5.4,20.3,27.700000000000003,19.2,53.099999999999994,41.1,14.5,28.200000000000003,16.200000000000003,0,0.0,0.0,0,0.0,0,0,1,1,0,0,0,0,3176,7
13776,E05008761,Harpur,Bedford,4925.3,86.5,8870,47.7,52.3,38.3,73.7,26.3,44.6,35.1,39.2,22.2,38.6,14.6,50.400000000000006,35.0,13.499999999999998,57.099999999999994,4.5,20.299999999999997,29.5,20.7,49.8,39.6,15.1,28.0,17.3,0,3.0,1.0,0,2.0,0,0,0,1,0,1,0,1,3184,7
13974,E05013050,Abbey (Cambridge),,2760.7,85.4,10783,49.6,50.4,32.0,79.1,21.0,51.4,31.1,40.9,31.5,27.5,17.0,56.2,26.8,14.500000000000002,64.7,3.3,17.5,24.4,15.7,59.8,45.8,13.6,21.4,19.299999999999997,0,0.0,0.0,0,0.0,0,0,1,1,1,0,0,0,3232,7
13991,E05013053,Cherry Hinton,Cambridge,2439.0,77.9,9343,50.4,49.6,33.1,69.0,30.9,53.3,31.4,57.2,22.6,20.2,19.9,47.5,32.4,22.0,64.6,2.3,15.3,21.6,16.4,62.0,51.4,14.7,20.0,13.9,0,1.0,2.0,0,4.0,0,0,1,0,1,1,1,1,3235,7
13997,E05013054,Coleridge,Cambridge,5432.2,78.0,10502,50.1,49.9,31.3,71.6,28.300000000000004,56.0,30.0,44.7,22.0,33.3,13.0,60.2,26.799999999999997,22.0,66.0,2.7,13.9,17.9,14.3,67.8,49.9,11.1,17.4,21.5,0,1.0,1.0,0,1.0,0,0,1,1,1,1,1,1,3236,7
14003,E05013055,East Chesterton,Cambridge,3714.9,85.8,9716,49.7,50.3,33.9,80.3,19.7,50.6,31.8,38.7,34.9,26.4,16.700000000000003,51.8,31.5,14.1,62.7,3.4,17.700000000000003,24.1,15.1,60.8,49.8,13.7,21.1,15.3,0,1.0,1.0,0,2.0,0,0,1,1,1,1,0,1,3237,7
14010,E05013056,King's Hedges,Cambridge,6640.5,86.8,11099,49.0,51.0,29.2,80.4,19.7,47.4,32.8,40.3,33.3,26.4,17.7,55.0,27.5,13.2,67.3,3.5,19.8,26.5,18.5,55.0,42.900000000000006,14.8,28.4,13.8,0,1.0,0.0,0,3.0,0,0,1,1,0,1,0,0,3238,7
14018,E05013059,Petersfield,Cambridge,6748.1,78.2,10936,51.3,48.7,38.4,75.6,24.5,60.0,29.9,39.5,17.0,43.5,11.0,66.8,22.1,21.799999999999997,56.8,4.8,10.1,8.0,9.1,83.0,49.8,7.300000000000001,7.699999999999999,35.1,0,2.0,2.0,0,1.0,0,0,1,1,1,1,1,1,3241,7
14024,E05013060,Queen Edith's,Cambridge,2710.6,76.6,12248,50.9,49.1,43.6,70.6,29.4,58.3,28.6,53.6,21.6,24.7,13.5,56.099999999999994,30.5,23.4,54.3,2.1,13.1,12.7,11.9,75.5,51.5,9.3,9.4,29.8,0,3.0,1.0,0,3.0,0,0,1,1,1,1,1,1,3242,7
14030,E05013061,Romsey,Cambridge,6855.7,80.4,10189,49.2,50.8,27.3,74.2,25.8,57.8,30.7,45.5,13.9,40.5,12.6,65.30000000000001,22.1,19.6,69.4,3.3,11.5,15.2,10.4,74.4,53.4,9.9,14.9,21.9,0,2.0,1.0,0,1.0,0,0,1,1,1,1,1,1,3243,7
14038,E05013063,West Chesterton,Cambridge,5782.9,83.1,8904,50.2,49.8,38.6,83.8,16.2,61.8,30.1,54.9,10.0,35.2,12.6,53.599999999999994,33.800000000000004,16.8,59.0,2.5,8.1,8.3,8.7,82.89999999999999,58.7,9.1,9.1,23.1,0,1.0,1.0,0,1.0,0,0,1,1,1,1,1,1,3245,7
14385,E05011301,Milton & Waterbeach,South Cambridgeshire,269.0,90.1,10928,50.5,49.5,31.6,87.0,13.0,58.9,30.8,67.7,11.9,20.4,17.9,45.7,36.4,9.9,66.39999999999999,1.9,10.4,20.0,17.5,62.599999999999994,57.599999999999994,15.9,17.5,8.9,1,4.0,2.0,0,2.0,0,1,1,0,1,1,1,1,3325,7
14769,E05004106,Marconi,Chelmsford,6134.1,86.0,8762,51.0,49.0,29.9,76.7,23.200000000000003,56.2,29.1,45.8,23.1,31.2,17.8,58.7,23.5,14.0,65.7,4.4,14.7,21.1,17.9,61.0,47.2,14.8,19.5,18.5,0,3.0,1.0,2,2.0,0,0,1,1,1,1,1,1,3417,7
14775,E05004107,Moulsham and Central,Chelmsford,4774.3,88.6,13337,50.5,49.5,28.2,82.3,17.799999999999997,59.9,29.3,54.1,9.4,36.4,16.7,54.5,28.9,11.4,68.5,3.3,10.8,18.6,18.6,62.8,55.9,16.3,16.9,11.0,0,3.0,3.0,1,3.0,0,0,1,1,1,1,1,1,3418,7
14852,E05010830,Highwoods,Colchester,2925.4,90.4,10502,51.2,48.8,30.4,84.5,15.500000000000002,53.5,30.5,59.0,13.8,27.2,21.700000000000003,48.5,29.799999999999997,9.700000000000005,66.0,3.7,16.0,24.6,22.5,52.9,46.0,17.7,22.200000000000003,14.2,0,6.0,1.0,1,2.0,0,0,1,0,1,1,1,1,3434,7
14873,E05010835,New Town and Christ Church,Colchester,5798.8,90.0,14672,50.3,49.7,29.9,82.6,17.299999999999997,53.9,31.6,54.0,9.4,36.7,21.1,52.3,26.6,10.1,66.0,4.1000000000000005,14.400000000000002,20.799999999999997,20.799999999999997,58.400000000000006,47.7,15.8,21.8,14.9,0,2.0,2.0,1,3.0,0,0,1,1,1,1,1,1,3439,7
15686,E05004768,Hitchin Bearton,North Hertfordshire,2256.8,89.3,8625,50.4,49.6,25.6,79.8,20.3,60.0,27.9,59.3,10.8,29.8,18.7,51.6,29.8,10.7,71.4,3.0,12.0,17.2,15.7,67.0,59.7,14.3,15.9,10.0,0,0.0,2.0,0,3.0,0,0,1,1,1,0,1,1,3633,7
15808,E05011046,Callowland,Watford,10450.2,80.7,8704,49.0,51.0,24.6,61.6,38.3,51.3,33.2,50.8,7.9,41.3,21.2,56.3,22.6,19.2,71.5,3.9,15.400000000000002,26.200000000000003,18.8,55.0,46.3,16.7,22.9,14.1,0,0.0,4.0,0,1.0,0,0,1,1,1,0,1,1,3663,7
15812,E05011047,Central (Watford),,6363.2,74.3,10472,49.4,50.6,24.1,59.9,40.2,46.1,35.7,34.3,10.7,54.9,18.0,61.9,20.1,25.700000000000003,70.9,5.0,18.2,23.0,17.3,59.7,48.1,15.4,21.5,15.0,0,0.0,0.0,0,0.0,0,0,1,1,0,0,1,0,3664,7
16539,E05012906,Mancroft,Norwich,5258.5,88.2,10618,50.0,50.0,44.7,84.4,15.5,42.9,33.1,27.0,39.7,33.3,8.8,62.599999999999994,28.699999999999996,11.8,49.1,6.199999999999999,24.000000000000004,22.2,17.099999999999998,60.8,35.5,13.0,22.1,29.5,1,12.0,3.0,1,2.0,0,0,1,1,0,1,0,1,3818,7
